name,calories,protein,carbs,fat,sugar,benefits,cons,advice
oat bran dinner roll,78,3.1,13.3,1.5,2.2,Contains nutrition,Depends on quantity,Maintain balanced diet
pecan shortbread cookies,76,0.7,8.2,4.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
oatmeal cookies,113,1.6,17.2,4.5,6.2,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate wafers,485,7.4,81.1,15.9,33.2,Contains nutrition,Depends on quantity,Maintain balanced diet
vanilla wafers low fat,353,4.0,58.9,12.2,30.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate chip cookies mcdonalds,136,1.6,18.7,6.4,9.6,Contains nutrition,Depends on quantity,Maintain balanced diet
gingersnap cookies,29,0.4,5.4,0.7,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
biscotti abbracci mulino bianco,54,0.4,0.8,2.6,0.051,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate chip cookie,63,0.5,9.3,2.8,5.3,Contains nutrition,Depends on quantity,Maintain balanced diet
brownie,243,2.9,38.3,9.8,22.0,Contains nutrition,Depends on quantity,Maintain balanced diet
shortbread cookies,40,0.5,5.2,1.9,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
oatmeal cookies with raisins,65,1.0,10.3,2.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
peanut butter sandwich cookies,67,1.2,9.2,3.0,5.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sugar cookies,72,0.8,10.2,3.2,5.7,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate covered graham crackers,68,0.8,9.3,3.2,5.8,Contains nutrition,Depends on quantity,Maintain balanced diet
raisin cookies,60,0.6,10.2,2.0,7.1,Contains nutrition,Depends on quantity,Maintain balanced diet
vanilla wafers,28,0.3,4.3,1.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
graham crackers,355,5.8,64.5,8.5,26.1,Contains nutrition,Depends on quantity,Maintain balanced diet
peanut butter cookies,95,1.8,11.8,4.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
vanilla sandwich cookie,72,0.7,10.8,3.0,5.9,Contains nutrition,Depends on quantity,Maintain balanced diet
sugar wafers with creme filling,51,0.4,7.1,2.3,4.3,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese puffs,197,2.1,18.6,12.8,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
saltine crackers,13,0.3,2.2,0.3,0.063,Contains nutrition,Depends on quantity,Maintain balanced diet
trail mix,139,4.1,13.5,8.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn cones,144,1.6,17.8,7.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate pretzels,50,0.8,7.8,1.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
french toast sticks,73,1.3,8.9,3.8,2.1,Contains nutrition,Depends on quantity,Maintain balanced diet
crackers,82,1.1,9.8,4.2,1.3,Contains nutrition,Depends on quantity,Maintain balanced diet
sesame sticks,54,1.1,4.7,3.7,0.084,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese crackers,34,0.8,4.2,1.6,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
oriental rice cracker mix,143,4.9,14.6,7.2,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
breadsticks,103,3.0,17.1,2.4,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
milk crackers,50,0.8,7.7,1.7,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
matzo crackers whole wheat,98,3.7,22.1,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
matzo crackers with egg,109,3.4,22.0,0.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
granola bites,23,0.4,3.3,0.9,1.5,Contains nutrition,Depends on quantity,Maintain balanced diet
crackers whole wheat,120,3.0,19.5,4.0,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
tropical trail mix,619,8.8,91.8,23.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soft pretzels,389,9.4,79.8,3.6,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
corn tostada shell,58,0.8,7.9,2.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
matzo crackers,111,2.8,23.4,0.4,0.098,Contains nutrition,Depends on quantity,Maintain balanced diet
sesame crunch,9,0.2,0.9,0.6,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
trail mix with chocolate chips,707,20.7,65.6,46.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cracker meal,440,10.7,93.0,2.0,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
puffed rice,153,2.4,34.1,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
filinchen gutena,19,0.4,0.5,0.2,0.028,Contains nutrition,Depends on quantity,Maintain balanced diet
melba toast crackers,117,3.6,23.0,1.0,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
matzo crackers with egg onion,109,2.8,21.6,1.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cornnuts,126,2.4,20.3,4.4,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
bagel chips,789,21.6,116.1,26.5,10.5,Contains nutrition,Depends on quantity,Maintain balanced diet
pretzels,115,3.0,24.1,0.9,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
potato raw,164,4.3,37.2,0.2,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
gatto di patate home made,202,0.0,4.0,9.4,3.6,Contains nutrition,Depends on quantity,Maintain balanced diet
baked potato,161,4.3,36.6,0.2,2.0,Contains nutrition,Depends on quantity,Maintain balanced diet
potato sticks,188,2.4,19.2,12.4,0.006,Contains nutrition,Depends on quantity,Maintain balanced diet
potato cooked,52,1.1,12.1,0.006,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
vivaldi potatoes sainsburys,23,0.0,0.0,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
potato ham chowder soup,192,6.5,13.4,12.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
russet potato raw,292,7.9,66.7,0.3,2.3,Contains nutrition,Depends on quantity,Maintain balanced diet
russet potato baked,290,7.9,64.1,0.4,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
french fries,13,0.2,2.2,0.4,0.088,Contains nutrition,Depends on quantity,Maintain balanced diet
potato scalloped,216,7.0,26.4,9.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cottage fries,11,0.2,1.9,0.4,0.019,Contains nutrition,Depends on quantity,Maintain balanced diet
mashed potatoes,215,4.0,35.5,6.8,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
mashed potato with milk and butter,237,3.9,35.3,8.9,3.0,Contains nutrition,Depends on quantity,Maintain balanced diet
red potato raw,149,4.0,33.9,0.3,2.7,Contains nutrition,Depends on quantity,Maintain balanced diet
potato pancake,59,1.3,6.1,3.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
potato puffs,243,2.6,35.5,11.0,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
red potato baked,74,2.0,16.7,0.1,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
potatoes canned,132,3.6,29.7,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
potato skin raw,22,1.0,4.7,0.099,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
shoestring french fries,4,0.099,0.7,0.1,0.062,Contains nutrition,Depends on quantity,Maintain balanced diet
hash brown potato,144,1.4,15.3,9.0,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
baked chips lays,130,0.0,0.0,2.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn chips,162,1.9,17.2,10.0,0.031,Contains nutrition,Depends on quantity,Maintain balanced diet
nacho cheese tortilla chips low fat,90,2.4,18.5,1.0,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
corn chips barbecue,1036,13.9,111.3,64.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn chips unsalted,490,5.8,50.5,29.4,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
potato chips fat free,860,21.9,190.1,1.4,8.4,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet chilli kettle baked chips,99,2.0,2.1,2.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
taro chips,11,0.049,1.6,0.6,0.04,Contains nutrition,Depends on quantity,Maintain balanced diet
potato chips reduced fat,801,12.1,113.7,35.4,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
onion snacks,150,2.3,19.5,6.8,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
potato chips cheese,843,14.5,98.1,46.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
yuca cassava chips,9,0.054,1.2,0.4,0.006,Contains nutrition,Depends on quantity,Maintain balanced diet
tortilla chips low fat,117,3.1,22.6,1.6,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
ranch flavor tortilla chips,992,14.2,124.2,48.8,6.0,Contains nutrition,Depends on quantity,Maintain balanced diet
potato chips,161,2.1,15.9,10.4,0.007,Contains nutrition,Depends on quantity,Maintain balanced diet
tortilla chips,142,2.1,20.3,6.2,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet potato chips,149,0.8,15.9,9.1,2.5,Contains nutrition,Depends on quantity,Maintain balanced diet
nacho cheese tortilla chips,156,2.2,18.2,8.2,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
vegetable chips,134,1.5,17.1,6.6,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
taco flavor tortilla chips,1090,17.9,143.2,54.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
potato chips barbecue,970,15.2,104.5,64.2,14.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pita chips,137,3.5,20.5,4.6,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
potato chips sour cream and onion,1051,16.0,102.0,67.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
adobo fresco,780,5.8,53.6,60.2,5.8,Contains nutrition,Depends on quantity,Maintain balanced diet
chili pepper sauce red,3,0.1,0.6,0.089,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
creamy ranch sauce mcdonalds,132,0.3,1.0,14.7,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
catsup,19,0.2,4.5,0.066,3.7,Contains nutrition,Depends on quantity,Maintain balanced diet
chili pepper sauce green,3,0.1,0.8,0.032,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
red wine vinegar,3,0.055,0.011,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fish sauce,6,0.9,0.7,0.013,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
coleslaw dressing reduced fat,56,0.0,6.8,3.4,6.6,Contains nutrition,Depends on quantity,Maintain balanced diet
sour dressing,21,0.4,0.6,2.0,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
guava sauce cooked,86,0.8,22.6,0.3,14.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pizza sauce,136,5.5,21.8,2.9,9.5,Contains nutrition,Depends on quantity,Maintain balanced diet
sweetn sour sauce mcdonalds,48,0.2,11.0,0.3,10.0,Contains nutrition,Depends on quantity,Maintain balanced diet
nance syrup,4,0.028,0.8,0.002,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
french dressing reduced fat,37,0.072,4.7,2.2,4.6,Contains nutrition,Depends on quantity,Maintain balanced diet
peppercorn dressing,76,0.2,0.5,8.2,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
sorghum syrup,61,0.0,15.7,0.0,15.7,Contains nutrition,Depends on quantity,Maintain balanced diet
ranch dressing fat free,17,0.039,3.7,0.3,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
caesar dressing low calorie,17,0.028,2.8,0.7,2.4,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet sour dressing,2,0.082,0.6,0.0,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
mayonnaise imitation fat free,13,0.043,2.5,0.4,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
sofrito,488,26.4,11.2,37.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
turkey gravy instant,27,0.8,3.9,1.0,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
teriyaki sauce,16,1.1,2.8,0.015,2.5,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato sauce,59,2.9,13.0,0.7,8.7,Contains nutrition,Depends on quantity,Maintain balanced diet
barbecue sauce kraft,28,0.1,6.5,0.053,5.2,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberry sauce sweetened,418,0.6,107.8,0.4,105.0,Contains nutrition,Depends on quantity,Maintain balanced diet
coleslaw dressing,62,0.1,3.8,5.3,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
onion gravy dry,77,2.2,16.2,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn syrup light,62,0.0,16.9,0.09,16.9,Contains nutrition,Depends on quantity,Maintain balanced diet
bacon tomato dressing,49,0.3,0.3,5.3,0.3,Contains nutrition,Depends on quantity,Maintain balanced diet
pancake syrup,53,0.0,13.9,0.075,8.4,Contains nutrition,Depends on quantity,Maintain balanced diet
balsamic vinegar,14,0.041,2.7,0.0,2.4,Contains nutrition,Depends on quantity,Maintain balanced diet
ranch dressing reduced fat,29,0.2,3.2,1.9,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
barbecue sauce mcdonalds,46,0.4,10.3,0.3,9.6,Contains nutrition,Depends on quantity,Maintain balanced diet
vinegar oil dressing,72,0.0,0.4,8.0,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
poppyseed dressing,66,0.2,4.0,5.5,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
honey mustard dressing,70,0.1,3.5,6.1,2.4,Contains nutrition,Depends on quantity,Maintain balanced diet
french dressing fat free,21,0.01,5.1,0.024,2.6,Contains nutrition,Depends on quantity,Maintain balanced diet
vinegar,3,0.0,0.089,0.0,0.063,Contains nutrition,Depends on quantity,Maintain balanced diet
spray dressing,13,0.07,1.3,0.9,1.1,Contains nutrition,Depends on quantity,Maintain balanced diet
honey mustard dressing fat free,25,0.2,5.8,0.2,2.7,Contains nutrition,Depends on quantity,Maintain balanced diet
mushroom gravy,119,3.0,13.0,6.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
white sauce,368,9.6,22.9,26.6,11.0,Contains nutrition,Depends on quantity,Maintain balanced diet
marinara pasta sauce,129,3.7,19.9,3.9,14.5,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato sauce with mushrooms,86,3.6,20.7,0.3,14.1,Contains nutrition,Depends on quantity,Maintain balanced diet
pork gravy powder,25,0.6,4.3,0.6,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
beef gravy,123,8.7,11.2,5.5,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
green goddess dressing,64,0.3,1.1,6.5,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
salsa con queso,358,7.9,27.9,23.8,4.9,Contains nutrition,Depends on quantity,Maintain balanced diet
cocktail sauce,19,0.2,4.2,0.2,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
worcestershire sauce,13,0.0,3.3,0.0,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
barbecue sauce,29,0.1,6.9,0.1,5.7,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato sauce with onions,103,3.8,24.4,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
brown gravy dry,22,0.6,3.6,0.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
blue cheese dressing light,14,0.3,2.1,0.4,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
spanish tomato sauce,81,3.5,17.7,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
oyster sauce,9,0.2,2.0,0.066,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese sauce,30,1.5,0.8,2.2,0.033,Contains nutrition,Depends on quantity,Maintain balanced diet
hoisin sauce,35,0.5,7.1,0.5,4.4,Contains nutrition,Depends on quantity,Maintain balanced diet
pickle relish,20,0.097,5.3,0.061,4.4,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato sauce with herbs cheese,144,5.2,25.0,4.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
french dressing,73,0.1,2.5,7.2,2.6,Contains nutrition,Depends on quantity,Maintain balanced diet
mayonnaise hellmanns,15,0.0,0.087,1.7,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
canadian maple syrup,76,0.0,19.1,0.0,17.0,Contains nutrition,Depends on quantity,Maintain balanced diet
maple syrup,52,0.09,13.4,0.047,13.6,Contains nutrition,Depends on quantity,Maintain balanced diet
barbecue sauce bulls eye,27,0.1,6.4,0.1,5.6,Contains nutrition,Depends on quantity,Maintain balanced diet
ranch dressing,65,0.2,0.9,6.7,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato ketchup mp,15,0.0,0.2,0.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mayonnaise light,36,0.032,1.4,3.3,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
mayonnaise dressing,103,0.0,0.066,11.7,0.093,Contains nutrition,Depends on quantity,Maintain balanced diet
malt syrup,67,1.3,15.0,0.0,15.0,Contains nutrition,Depends on quantity,Maintain balanced diet
gravy dry,86,3.3,14.5,2.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cranberry orange relish,490,0.8,127.1,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
caesar dressing,80,0.3,0.5,8.5,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
italian dressing,35,0.032,1.8,3.1,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
brown gravy instant,25,0.6,4.0,0.8,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
roquefort cheese dressing,15,0.8,0.4,1.1,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
blue cheese dressing,71,0.2,0.7,7.7,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
duck sauce,80,0.1,19.7,0.063,9.9,Contains nutrition,Depends on quantity,Maintain balanced diet
au jus,38,2.8,5.9,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn syrup dark,57,0.0,15.5,0.0,15.5,Contains nutrition,Depends on quantity,Maintain balanced diet
buttermilk dressing light,30,0.2,3.2,1.9,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
cider vinegar,3,0.0,0.1,0.0,0.018,Contains nutrition,Depends on quantity,Maintain balanced diet
tartar sauce,32,0.2,2.0,2.5,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
pepper hot sauce,1,0.024,0.031,0.018,0.065,Contains nutrition,Depends on quantity,Maintain balanced diet
tomato chili sauce,6,0.2,1.2,0.095,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
turkey gravy dry,26,0.7,4.6,0.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
salsa sauce,5,0.3,1.2,0.039,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
steak sauce,16,0.2,3.7,0.004,1.7,Contains nutrition,Depends on quantity,Maintain balanced diet
molasses,58,0.0,14.9,0.068,14.9,Contains nutrition,Depends on quantity,Maintain balanced diet
italian dressing fat free,7,0.1,1.2,0.1,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
plum sauce,35,0.2,8.1,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chow mein stir fry master foods,26,0.0,0.0,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
beef gravy instant,25,0.7,4.1,0.6,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
horseradish,2,0.003,0.6,0.085,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
grenadine,54,0.0,13.4,0.0,9.3,Contains nutrition,Depends on quantity,Maintain balanced diet
tabasco sauce,1,0.045,0.006,0.002,0.067,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet sour sauce,26,0.02,6.7,0.084,3.3,Contains nutrition,Depends on quantity,Maintain balanced diet
salsa verde,6,0.2,1.0,0.1,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
miso,40,2.6,5.1,1.2,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
sprouted soybean cooked,76,8.0,6.1,4.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
soy flour roasted,375,29.6,28.6,18.6,6.5,Contains nutrition,Depends on quantity,Maintain balanced diet
soy flour low fat,330,40.0,30.7,7.8,9.3,Contains nutrition,Depends on quantity,Maintain balanced diet
green soybean cooked,127,11.1,9.9,5.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
azumaya tofu vitasoy,316,32.8,9.1,16.6,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
soy proteins isolate,96,22.8,2.1,1.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tofu yogurt,246,9.2,41.8,4.7,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
bacon meatless,446,15.4,9.1,42.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
meatless chicken fried,304,27.7,11.1,16.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soymilk,109,7.1,8.4,4.8,6.1,Contains nutrition,Depends on quantity,Maintain balanced diet
soy vermicelli,463,0.1,115.2,0.1,24.4,Contains nutrition,Depends on quantity,Maintain balanced diet
tofu fried,35,2.4,1.2,2.6,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
tempeh,320,30.8,15.6,17.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
koyadofu,81,8.9,1.7,5.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
meatless meatloaf,110,11.8,4.5,5.0,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
soya vanille joghurt alpro,21,0.3,1.0,0.6,0.09,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean curd cheese,340,28.1,15.5,18.2,3.6,Contains nutrition,Depends on quantity,Maintain balanced diet
soy sauce,8,1.3,0.8,0.054,0.097,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean dry roasted,419,36.8,30.4,20.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean oil,120,0.0,0.0,13.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
meatless chicken,376,39.7,6.1,21.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean cooked,296,28.6,17.1,15.4,5.2,Contains nutrition,Depends on quantity,Maintain balanced diet
soymilk nonfat,68,6.0,10.1,0.046,8.9,Contains nutrition,Depends on quantity,Maintain balanced diet
soy flour,23,1.8,1.8,1.1,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean lecithin oil,104,0.0,0.0,13.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tofu raw,188,20.0,4.7,11.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soy chips,109,7.5,15.0,2.1,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
green soybean raw,376,33.2,28.3,17.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soy proteins concentrate,93,18.0,7.2,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean margarine,34,0.052,0.043,3.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate soymilk nonfat,107,6.0,20.7,0.046,8.9,Contains nutrition,Depends on quantity,Maintain balanced diet
okara,93,3.9,15.3,2.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
meatless meatballs,284,30.2,11.5,13.0,1.8,Contains nutrition,Depends on quantity,Maintain balanced diet
vanilla soymilk,131,7.9,15.3,4.3,9.7,Contains nutrition,Depends on quantity,Maintain balanced diet
soy meal raw,414,54.8,49.0,2.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soymilk low fat,104,4.0,17.5,1.5,8.5,Contains nutrition,Depends on quantity,Maintain balanced diet
sprouted soybean raw,85,9.2,6.7,4.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
soybean raw,830,67.9,56.1,37.1,13.6,Contains nutrition,Depends on quantity,Maintain balanced diet
tempeh cooked,55,5.1,2.6,3.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
vanilla soymilk light,83,6.4,9.4,2.1,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chocolate soymilk,153,5.5,24.2,3.7,19.1,Contains nutrition,Depends on quantity,Maintain balanced diet
soy oil,120,0.0,0.0,13.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
natto,169,14.2,11.5,8.8,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
chrysanthemum raw,12,1.7,1.5,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
gourd cooked,100,1.2,25.5,0.6,9.2,Contains nutrition,Depends on quantity,Maintain balanced diet
cauliflower raw,3,0.2,0.6,0.081,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
red cabbage raw,53,2.4,12.5,0.3,6.5,Contains nutrition,Depends on quantity,Maintain balanced diet
broccoli raab raw,9,1.3,1.1,0.2,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
napa cabbage cooked,13,1.2,2.4,0.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
kelp,2,0.07,0.5,0.067,0.069,Contains nutrition,Depends on quantity,Maintain balanced diet
shallots raw,18,0.6,4.2,0.061,2.0,Contains nutrition,Depends on quantity,Maintain balanced diet
bamboo shoots raw,49,4.7,9.4,0.5,5.4,Contains nutrition,Depends on quantity,Maintain balanced diet
jute cooked,32,3.2,6.3,0.2,0.9,Contains nutrition,Depends on quantity,Maintain balanced diet
red lettuce,4,0.4,0.6,0.08,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
broccoli cooked,98,6.7,20.1,1.1,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
romanesco raw,20,1.9,3.9,0.2,1.9,Contains nutrition,Depends on quantity,Maintain balanced diet
eggplant raw,115,4.5,26.9,0.8,16.2,Contains nutrition,Depends on quantity,Maintain balanced diet
leeks raw,54,1.3,12.6,0.3,3.5,Contains nutrition,Depends on quantity,Maintain balanced diet
lemongrass citronella,5,0.038,1.2,0.076,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin cooked,49,1.8,12.0,0.2,5.1,Contains nutrition,Depends on quantity,Maintain balanced diet
celery cooked,7,0.3,1.5,0.098,0.9,Contains nutrition,Depends on quantity,Maintain balanced diet
serrano pepper,2,0.1,0.4,0.075,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
nopales raw,14,1.1,2.9,0.063,1.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sweet potato leaves cooked,22,1.4,4.7,0.2,3.5,Contains nutrition,Depends on quantity,Maintain balanced diet
eggplant cooked,33,0.8,8.1,0.2,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
asparagus cooked,3,0.4,0.6,0.074,0.2,Contains nutrition,Depends on quantity,Maintain balanced diet
rutabaga cooked,72,2.2,16.4,0.4,9.5,Contains nutrition,Depends on quantity,Maintain balanced diet
parsnips raw,128,2.0,30.6,0.5,8.2,Contains nutrition,Depends on quantity,Maintain balanced diet
sour pickles,17,0.5,3.5,0.3,1.6,Contains nutrition,Depends on quantity,Maintain balanced diet
turnip greens cooked,29,1.6,6.3,0.3,0.8,Contains nutrition,Depends on quantity,Maintain balanced diet
jerusalem artichokes,110,3.0,26.2,0.047,14.4,Contains nutrition,Depends on quantity,Maintain balanced diet
